year,countryCount,std,p1,p10,p25,mean,p75,p90,p99,AFG,Africa,ALB,DZA,ASM,Americas,AND,AGO,AIA,ATG,ARG,ARM,ABW,Asia,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,OWID_CIS,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,Europe,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,Latin America and the Caribbean,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NCL,NZL,NIC,NER,NGA,NIU,PRK,Northern America,MNP,NOR,Oceania,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,REU,ROU,RUS,RWA,Saint Barthlemy,SHN,KNA,LCA,MAF,SPM,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SXM,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,VIR,URY,UZB,VUT,VAT,VEN,VNM,WLF,ESH,OWID_WRL,YEM,ZMB,ZWE
1976,243,10.500854150214494,37.305815693638124,48.26870742646206,54.653226749792466,61.730802447037036,68.8083781442816,75.19289746761201,86.15578920043595,40.715,48.175,69.11,53.661,69.319,67.00899463,73.695,43.054,69.613,67.244,68.283,70.783,71.14,58.445,72.996,71.69,63.852,66.962,67.616,49.402,70.509,70.454,72.275,68.135,45.399,73.31,42.861,48.312,71.494,69.296,57.091,61.243,69.263,65.696,71.093,42.343,45.63,20.317,49.719,73.885,58.626,68.228,46.992,43.698,72.58,66.307,64.631,64.994,48.356,52.944,61.331,69.501,48.825,69.719,72.543,71.496,73.971,70.436,45.41,74.08,52.177,68.437,61.226,61.298,55.465,56.11,41.738,45.404,69.672,44.116,70.918,75.173,72.714,63.11,72.171,73.276,66.243,62.239,52.041,43.047,69.266,71.896,51.113,72.899,72.564,63.106,67.13,67.936,67.951,55.577,39.0,42.612,62.211,49.232,56.567,73.379,69.542,75.665,51.63,55.92,55.744,61.291,71.725,72.769,73.215,73.142,69.718,74.774,64.108,64.002,55.802,54.748,68.217,62.063,47.985,62.721,69.19,67.352,54.03,43.514,61.393,72.531,70.819,71.014,72.352,68.212,47.517,42.649,66.761,49.167,36.645,72.475,58.213,68.995,52.817,64.923,65.838,64.467,61.206,65.172,74.266,56.848,72.286,68.548,54.976,43.028,51.312,55.882,53.618,44.294,74.823,65.365,72.34,56.764,37.227,43.647,65.798,64.206,72.8,66.039,75.032,67.592,55.781,55.421,61.086,59.697,68.513,50.197,66.302,58.114,63.206,70.356,69.786,73.25,71.198,66.534,69.528,67.773,45.692,67.952,70.209,64.762,66.478,67.921,72.865,65.844,62.031,75.659,58.623,59.179,44.641,69.305,68.723,38.881,70.447,71.551,70.319,70.623,60.515,43.259,55.99,64.532,38.118,73.864,66.459,53.807,64.445,52.421,75.163,74.744,63.258,70.42,56.354,49.269,62.495,33.714,50.112,70.24,65.886,65.782,57.866,56.046,59.925,67.768,56.705,49.826,69.953,65.916,72.733,72.695,70.758,69.271,63.729,57.684,61.261,67.42,63.01,65.515,46.104,59.674,43.54,52.247,58.15
1977,243,10.453518101404516,37.78558356584502,48.69905646371134,55.05479546936528,62.10046666971193,69.14613787005857,75.50187687571251,86.41534977357884,41.32,48.612,69.448,54.609,69.517,67.35940074,73.986,43.368,70.205,67.533,68.585,70.798,71.441,58.962,73.367,71.947,63.921,67.118,68.152,50.498,70.931,70.392,72.517,68.509,45.883,73.568,43.447,48.806,71.911,69.657,57.649,61.595,69.606,66.164,71.104,43.166,45.999,18.907,50.213,74.178,59.535,68.885,47.648,43.979,72.773,67.005,65.278,65.477,48.86,53.282,61.791,70.182,49.456,69.856,72.915,71.923,74.183,70.528,45.609,74.175,52.513,68.982,61.663,61.834,56.222,56.142,42.218,45.739,69.514,44.103,71.001,75.41,72.926,63.327,72.548,73.515,66.519,62.728,52.848,43.882,69.461,72.151,51.409,73.11,72.804,63.101,67.347,68.41,68.292,56.0,39.527,42.97,62.283,49.746,57.317,73.669,69.528,76.02,52.222,56.448,55.827,61.238,71.912,72.972,73.413,73.405,70.015,75.174,64.683,64.233,56.337,55.074,68.602,62.301,48.244,63.131,69.017,67.507,54.709,44.226,62.15,72.804,70.708,71.278,72.793,68.355,47.926,43.082,67.085,50.116,37.385,72.618,58.43,69.467,53.306,65.435,66.364,65.009,61.535,65.111,74.56,56.86,72.504,68.886,55.525,43.242,51.714,56.338,53.883,44.885,75.047,65.813,72.543,57.177,37.6,44.104,65.967,64.776,73.146,66.558,75.211,67.973,56.813,55.796,61.327,60.372,68.976,50.867,66.481,58.636,63.263,70.383,70.217,73.426,71.644,67.047,69.602,67.62,46.225,68.416,70.563,65.025,66.94,68.38,73.252,66.263,62.41,76.206,59.063,60.169,45.767,69.467,69.086,39.268,70.828,71.977,70.393,70.79,61.079,43.639,56.538,64.895,38.417,74.237,66.874,53.946,64.704,53.198,75.306,75.008,63.914,70.688,56.604,49.606,62.986,32.827,50.683,70.575,66.149,65.987,58.928,56.709,60.163,68.005,57.197,49.886,69.744,66.545,72.926,73.044,71.011,69.484,63.934,58.249,61.642,67.723,64.547,66.069,47.008,60.083,44.753,52.449,58.47
1978,243,10.365263931825162,38.3626442485253,49.183979793350765,55.48606026390046,62.47224815395062,69.45843604400078,75.76051651455049,86.58185205937595,41.944,49.04,69.742,55.7,69.697,67.69830141,74.282,43.661,70.795,67.837,68.891,70.838,71.736,59.456,73.728,72.197,63.992,67.253,68.651,51.473,71.364,70.317,72.764,68.874,46.335,73.768,44.077,49.31,72.304,69.954,58.186,61.942,69.929,66.61,71.118,44.081,46.327,19.725,50.682,74.485,60.312,69.525,48.233,44.251,72.983,67.698,65.857,65.964,49.406,53.611,62.351,70.853,50.041,69.981,73.249,72.324,74.39,70.601,45.833,74.252,52.865,69.526,62.079,62.382,56.958,56.178,42.788,46.059,69.379,44.016,71.089,75.604,73.151,63.552,72.924,73.749,66.873,63.291,53.652,44.712,69.592,72.415,51.698,73.342,73.071,63.086,67.545,68.873,68.624,56.418,40.082,43.333,62.355,50.215,58.08,73.984,69.483,76.314,52.786,56.971,55.514,60.933,72.117,73.189,73.618,73.668,70.294,75.554,65.224,64.483,56.872,55.382,68.977,62.558,48.503,63.536,68.888,67.656,55.39,44.902,62.869,73.075,70.608,71.554,73.209,68.462,48.317,43.504,67.42,51.087,38.142,72.761,58.649,69.928,53.82,65.972,66.876,65.54,61.834,65.037,74.823,56.861,72.714,69.204,56.142,43.391,52.113,56.731,54.134,45.493,75.27,66.249,72.76,57.57,38.02,44.547,66.137,65.294,73.469,67.082,75.385,68.351,57.829,56.158,61.576,61.064,69.412,51.518,66.664,59.158,63.362,70.421,70.651,73.568,72.072,67.546,69.656,67.485,46.895,68.872,70.897,65.283,67.374,68.827,73.623,66.698,62.796,76.685,59.436,61.116,46.869,69.611,69.43,39.623,71.205,72.376,70.459,70.917,61.591,44.013,57.071,65.27,38.662,74.612,67.308,54.061,64.981,53.991,75.471,75.249,64.552,70.951,56.8,49.889,63.464,32.629,51.246,70.889,66.402,66.182,59.979,57.37,60.422,68.211,57.691,49.943,69.544,67.137,73.135,73.368,71.256,69.723,64.152,58.819,62.01,68.009,65.859,66.627,47.919,60.475,46.0,52.607,58.85
1979,243,10.236487903623466,39.03482241246812,49.72171578385102,55.94550042925409,62.844893276296304,69.74428612333853,75.96807076874158,86.65496414012449,42.585,49.452,69.991,56.909,69.867,68.02206614,74.577,43.931,71.37,68.154,69.197,70.897,72.023,59.928,74.072,72.439,64.069,67.372,69.117,52.277,71.8,70.24,73.015,69.229,46.764,73.912,44.751,49.824,72.667,70.193,58.692,62.286,70.237,67.031,71.137,45.06,46.608,22.744,51.123,74.798,60.941,70.135,48.737,44.521,73.208,68.378,66.377,66.451,49.992,53.927,62.999,71.501,50.579,70.103,73.543,72.691,74.592,70.655,46.086,74.314,53.241,70.068,62.477,62.942,57.659,56.248,43.435,46.364,69.279,43.881,71.186,75.752,73.385,63.776,73.287,73.978,67.302,63.916,54.452,45.533,69.665,72.685,51.984,73.587,73.365,63.069,67.723,69.325,68.947,56.84,40.667,43.697,62.427,50.635,58.851,74.323,69.411,76.536,53.319,57.488,54.882,60.435,72.338,73.418,73.828,73.931,70.553,75.913,65.731,64.757,57.393,55.679,69.342,62.838,48.771,63.934,68.814,67.802,56.058,45.52,63.548,73.338,70.528,71.838,73.602,68.549,48.683,43.912,67.766,52.069,38.909,72.916,58.874,70.379,54.357,66.511,67.376,66.055,62.1,64.971,75.054,56.875,72.922,69.506,56.823,43.479,52.511,57.067,54.371,46.124,75.486,66.675,72.986,57.955,38.48,44.963,66.308,65.762,73.763,67.602,75.549,68.72,58.813,56.512,61.832,61.767,69.818,52.145,66.847,59.691,63.503,70.471,71.085,73.679,72.48,68.033,69.697,67.384,47.661,69.319,71.215,65.539,67.775,69.262,73.972,67.143,63.184,77.083,59.731,62.016,47.927,69.745,69.748,39.936,71.58,72.741,70.512,71.008,62.05,44.375,57.59,65.673,38.861,74.982,67.751,54.161,65.274,54.795,75.655,75.466,65.172,71.212,56.954,50.115,63.935,33.178,51.799,71.184,66.648,66.364,61.01,58.023,60.701,68.395,58.182,49.988,69.369,67.692,73.359,73.66,71.493,69.983,64.385,59.391,62.364,68.281,66.865,67.19,48.823,60.852,47.265,52.722,59.274
1980,243,10.079577740841666,39.77232313595454,50.29540229739324,56.42378556382497,63.21742096115226,70.01105635847954,76.13943962491128,86.66251878634998,43.244,49.851,70.208,58.198,70.033,68.32929356,74.86,44.179,71.899,68.482,69.496,70.937,72.293,60.385,74.39,72.679,64.161,67.488,69.55,52.9,72.222,70.19,73.268,69.577,47.19,74.007,45.464,50.349,72.993,70.399,59.174,62.63,70.534,67.425,71.162,46.049,46.852,27.536,51.537,75.108,61.425,70.707,49.153,44.793,73.439,69.033,66.844,66.926,50.615,54.226,63.706,72.113,51.072,70.234,73.794,73.02,74.79,70.696,46.363,74.363,53.639,70.616,62.861,63.512,58.332,56.394,44.127,46.654,69.237,43.747,71.302,75.847,73.624,63.997,73.622,74.204,67.791,64.576,55.252,46.341,69.7,72.958,52.277,73.824,73.678,63.063,67.879,69.767,69.262,57.272,41.3,44.056,62.498,51.009,59.632,74.679,69.324,76.692,53.814,57.995,54.114,59.882,72.568,73.653,74.046,74.198,70.793,76.252,66.207,65.066,57.881,55.971,69.693,63.152,49.061,64.328,68.82,67.952,56.702,46.053,64.185,73.593,70.492,72.129,73.974,68.64,49.005,44.296,68.117,53.046,39.677,73.1,59.11,70.821,54.913,67.017,67.863,66.553,62.331,64.951,75.257,56.936,73.13,69.798,57.56,43.515,52.91,57.374,54.601,46.776,75.689,67.09,73.209,58.347,38.962,45.333,66.481,66.186,74.02,68.099,75.697,69.073,59.758,56.86,62.091,62.474,70.192,52.735,67.026,60.24,63.677,70.528,71.513,73.773,72.869,68.508,69.724,67.348,48.527,69.758,71.522,65.795,68.144,69.687,74.292,67.59,63.567,77.399,59.928,62.863,48.944,69.877,70.031,40.194,71.956,73.061,70.553,71.081,62.453,44.726,58.107,66.116,39.033,75.332,68.171,54.253,65.575,55.613,75.854,75.664,65.774,71.476,57.108,50.288,64.432,34.419,52.339,71.469,66.889,66.533,61.999,58.667,60.999,68.566,58.657,50.0,69.252,68.213,73.59,73.91,71.726,70.256,64.637,59.961,62.709,68.542,67.542,67.756,49.716,61.219,48.532,52.802,59.731
1981,243,9.913826252563283,40.52923040176415,50.87926500944022,56.90687137099869,63.58879026522634,70.270709159454,76.29831552101247,86.64835012868853,43.923,50.235,70.416,59.519,70.194,68.61703445,75.12,44.405,72.35,68.818,69.777,70.91,72.538,60.83,74.678,72.929,64.28,67.615,69.951,53.376,72.618,70.203,73.526,69.921,47.643,74.067,46.204,50.883,73.281,70.601,59.647,62.976,70.828,67.786,71.196,46.984,47.083,33.342,51.933,75.406,61.794,71.239,49.476,45.071,73.668,69.655,67.26,67.38,51.265,54.506,64.426,72.678,51.525,70.384,74.004,73.31,74.983,70.733,46.651,74.402,54.049,71.18,63.234,64.089,58.995,56.658,44.819,46.927,69.273,43.675,71.451,75.888,73.86,64.217,73.911,74.433,68.314,65.234,56.061,47.133,69.726,73.234,52.585,74.031,73.994,63.08,68.012,70.198,69.567,57.719,42.002,44.402,62.565,51.347,60.427,75.043,69.242,76.797,54.268,58.489,53.453,59.448,72.803,73.888,74.273,74.472,71.012,76.578,66.656,65.423,58.316,56.266,70.028,63.509,49.386,64.716,68.927,68.113,57.319,46.474,64.771,73.844,70.523,72.429,74.33,68.764,49.26,44.646,68.461,53.998,40.435,73.335,59.365,71.252,55.486,67.454,68.337,67.031,62.528,65.022,75.442,57.074,73.334,70.089,58.339,43.521,53.315,57.69,54.83,47.45,75.875,67.494,73.416,58.757,39.45,45.637,66.658,66.571,74.235,68.552,75.82,69.402,60.659,57.206,62.349,63.176,70.537,53.276,67.192,60.804,63.87,70.585,71.93,73.867,73.239,68.972,69.736,67.415,49.498,70.189,71.828,66.051,68.484,70.1,74.571,68.031,63.937,77.645,60.014,63.66,49.94,70.017,70.27,40.386,72.335,73.328,70.586,71.16,62.798,45.068,58.637,66.607,39.206,75.651,68.529,54.342,65.873,56.453,76.057,75.854,66.359,71.742,57.314,50.421,64.993,36.185,52.863,71.751,67.128,66.694,62.924,59.297,61.311,68.737,59.102,49.955,69.229,68.701,73.821,74.118,71.959,70.536,64.914,60.528,63.051,68.795,67.942,68.327,50.607,61.58,49.778,52.863,60.203
1982,243,9.759670076610949,41.2545471230375,51.44364268301933,57.377522089598784,63.955539721234565,70.53355735287035,76.4674367594498,86.65653231943163,44.617,50.606,70.635,60.813,70.344,68.89015226,75.351,44.611,72.709,69.156,70.033,70.776,72.751,61.265,74.941,73.198,64.425,67.769,70.317,53.794,72.98,70.29,73.788,70.257,48.145,74.114,46.954,51.427,73.534,70.82,60.109,63.326,71.126,68.117,71.234,47.81,47.324,39.157,52.312,75.686,62.101,71.741,49.713,45.351,73.89,70.239,67.627,67.802,51.925,54.76,65.11,73.193,51.94,70.559,74.175,73.566,75.173,70.778,46.937,74.439,54.451,71.757,63.601,64.669,59.671,57.058,45.466,47.187,69.384,43.712,71.633,75.882,74.091,64.436,74.151,74.67,68.838,65.854,56.873,47.903,69.768,73.514,52.92,74.193,74.299,63.125,68.128,70.621,69.864,58.183,42.783,44.733,62.626,51.668,61.236,75.399,69.183,76.882,54.686,58.966,53.126,59.275,73.037,74.117,74.509,74.756,71.217,76.897,67.086,65.816,58.676,56.569,70.344,63.903,49.753,65.1,69.126,68.287,57.901,46.776,65.306,74.098,70.625,72.738,74.677,68.936,49.442,44.954,68.788,54.913,41.173,73.627,59.644,71.675,56.066,67.805,68.799,67.493,62.693,65.205,75.622,57.295,73.524,70.388,59.139,43.527,53.726,58.049,55.064,48.142,76.044,67.889,73.6,59.196,39.927,45.867,66.841,66.924,74.416,68.946,75.918,69.706,61.523,57.546,62.603,63.858,70.858,53.763,67.343,61.378,64.067,70.633,72.331,73.972,73.589,69.426,69.731,67.587,50.487,70.614,72.141,66.305,68.803,70.505,74.806,68.456,64.289,77.851,59.992,64.411,50.938,70.166,70.462,40.504,72.722,73.545,70.617,71.272,63.091,45.394,59.191,67.135,39.41,75.934,68.801,54.435,66.154,57.307,76.256,76.046,66.928,72.006,57.602,50.526,65.635,38.175,53.365,72.04,67.365,66.854,63.769,59.915,61.622,68.92,59.509,49.831,69.306,69.158,74.047,74.289,72.195,70.814,65.206,61.087,63.397,69.038,68.203,68.899,51.502,61.937,50.981,52.905,60.65
1983,243,9.627932790796352,41.91867080062414,51.970232634215535,57.82401577101972,64.31324247201646,70.8024691730132,76.65625230981738,86.70781414340877,45.324,50.959,70.876,62.029,70.479,69.1519207,75.549,44.799,72.976,69.491,70.262,70.519,72.929,61.689,75.185,73.493,64.587,67.962,70.651,54.225,73.303,70.449,74.056,70.575,48.71,74.168,47.702,51.98,73.756,71.061,60.543,63.68,71.435,68.421,71.276,48.486,47.581,44.173,52.67,75.944,62.392,72.22,49.872,45.63,74.101,70.782,67.949,68.187,52.58,54.978,65.725,73.657,52.314,70.76,74.315,73.793,75.358,70.842,47.208,74.477,54.828,72.334,63.964,65.246,60.372,57.601,46.039,47.441,69.553,43.885,71.844,75.845,74.312,64.651,74.341,74.918,69.335,66.407,57.674,48.645,69.844,73.795,53.286,74.303,74.581,63.2,68.234,71.035,70.151,58.661,43.64,45.046,62.684,51.987,62.05,75.738,69.159,76.971,55.074,59.423,53.287,59.454,73.266,74.337,74.755,75.049,71.416,77.213,67.5,66.226,58.94,56.886,70.64,64.322,50.162,65.48,69.39,68.478,58.437,46.962,65.793,74.358,70.786,73.056,75.02,69.162,49.56,45.216,69.09,55.787,41.879,73.978,59.952,72.089,56.643,68.069,69.249,67.942,62.834,65.499,75.809,57.595,73.693,70.699,59.936,43.56,54.14,58.464,55.307,48.852,76.198,68.273,73.763,59.671,40.385,46.023,67.03,67.255,74.57,69.273,75.997,69.987,62.356,57.882,62.858,64.51,71.163,54.197,67.479,61.958,64.26,70.668,72.709,74.091,73.922,69.87,69.708,67.848,51.342,71.03,72.465,66.556,69.11,70.901,75.001,68.856,64.617,78.041,59.878,65.122,51.945,70.326,70.608,40.545,73.116,73.721,70.654,71.431,63.338,45.696,59.766,67.689,39.671,76.178,68.975,54.534,66.409,58.158,76.444,76.248,67.477,72.265,57.975,50.613,66.353,40.132,53.839,72.341,67.6,67.015,64.53,60.52,61.92,69.122,59.869,49.615,69.473,69.585,74.264,74.432,72.438,71.085,65.504,61.632,63.753,69.272,68.439,69.473,52.402,62.289,52.117,52.915,61.025
1984,243,9.520047375942319,42.513759703763924,52.4526891642477,58.240877968820634,64.65738990020576,71.07390183159089,76.86209063616381,86.80102009664759,46.04,51.286,71.134,63.13,70.597,69.40474575,75.715,44.966,73.165,69.82,70.466,70.15,73.071,62.105,75.415,73.809,64.759,68.196,70.957,54.693,73.585,70.661,74.327,70.865,49.339,74.24,48.442,52.543,73.946,71.315,60.916,64.039,71.755,68.7,71.316,48.992,47.844,48.025,52.997,76.178,62.689,72.679,49.955,45.903,74.3,71.282,68.231,68.529,53.221,55.15,66.255,74.07,52.645,70.985,74.427,73.991,75.54,70.93,47.461,74.521,55.174,72.892,64.326,65.814,61.091,58.283,46.528,47.695,69.757,44.199,72.075,75.788,74.524,64.857,74.487,75.176,69.791,66.883,58.444,49.348,69.954,74.074,53.685,74.364,74.841,63.308,68.341,71.442,70.431,59.154,44.558,45.342,62.741,52.309,62.859,76.053,69.171,77.076,55.441,59.863,53.983,60.002,73.488,74.546,75.008,75.348,71.614,77.525,67.899,66.624,59.093,57.221,70.914,64.75,50.61,65.856,69.688,68.689,58.91,47.038,66.235,74.624,70.986,73.379,75.362,69.442,49.634,45.432,69.366,56.621,42.545,74.381,60.294,72.496,57.204,68.251,69.688,68.38,62.955,65.887,76.005,57.968,73.843,71.026,60.717,43.637,54.556,58.933,55.562,49.577,76.337,68.648,73.909,60.189,40.821,46.106,67.225,67.569,74.702,69.531,76.061,70.246,63.153,58.213,63.119,65.126,71.453,54.581,67.603,62.542,64.451,70.691,73.061,74.22,74.237,70.304,69.674,68.167,51.888,71.44,72.806,66.806,69.407,71.29,75.162,69.223,64.92,78.227,59.688,65.795,52.946,70.498,70.709,40.506,73.517,73.861,70.7,71.641,63.547,45.961,60.353,68.264,40.005,76.383,69.057,54.645,66.631,58.978,76.618,76.46,68.005,72.518,58.413,50.683,67.128,41.932,54.276,72.659,67.831,67.179,65.211,61.111,62.193,69.346,60.18,49.304,69.707,69.986,74.471,74.554,72.687,71.343,65.796,62.158,64.12,69.497,68.688,70.048,53.297,62.635,53.17,52.87,61.28
1985,243,9.437641086187464,43.02907670422756,52.88197399820727,58.62005977860925,64.9810298706996,71.34199996278996,77.08008574319193,86.93298303717164,46.761,51.571,71.388,64.087,70.7,69.65325858,75.855,45.107,73.311,70.137,70.65,69.698,73.181,62.508,75.639,74.139,64.913,68.474,71.237,55.21,73.825,70.884,74.598,71.11,50.034,74.335,49.173,53.115,74.104,71.534,61.167,64.406,72.089,68.96,71.349,49.323,48.08,50.563,53.273,76.388,63.004,73.121,49.966,46.162,74.486,71.737,68.473,68.823,53.843,55.26,66.704,74.429,52.922,71.226,74.511,74.158,75.718,71.044,47.705,74.573,55.488,73.392,64.692,66.371,61.806,59.097,46.938,47.956,69.947,44.633,72.304,75.725,74.73,65.041,74.6,75.442,70.203,67.278,59.153,49.998,70.088,74.346,54.127,74.387,75.088,63.451,68.462,71.842,70.701,59.661,45.52,45.627,62.801,52.637,63.643,76.339,69.21,77.206,55.801,60.287,55.196,60.877,73.705,74.746,75.267,75.647,71.823,77.827,68.283,66.97,59.12,57.579,71.167,65.165,51.084,66.23,69.948,68.918,59.309,47.004,66.644,74.892,71.176,73.702,75.702,69.76,49.694,45.606,69.621,57.424,43.17,74.823,60.67,72.895,57.735,68.381,70.116,68.809,63.064,66.33,76.209,58.392,73.981,71.377,61.469,43.772,54.97,59.451,55.831,50.324,76.462,69.013,74.055,60.761,41.241,46.127,67.425,67.9,74.82,69.714,76.121,70.492,63.915,58.54,63.404,65.701,71.732,54.925,67.723,63.132,64.655,70.702,73.381,74.339,74.537,70.728,69.634,68.48,51.685,71.843,73.162,67.061,69.698,71.671,75.296,69.551,65.194,78.418,59.442,66.43,53.914,70.679,70.769,40.377,73.925,73.98,70.757,71.894,63.724,46.146,60.946,68.851,40.423,76.553,69.079,54.768,66.819,59.749,76.781,76.676,68.508,72.767,58.847,50.726,67.911,43.482,54.673,72.994,68.054,67.344,65.831,61.682,62.426,69.583,60.445,48.892,69.958,70.363,74.669,74.662,72.943,71.583,66.059,62.659,64.5,69.715,68.972,70.628,54.166,62.965,54.12,52.72,61.356
1986,243,9.383610521788723,43.45094458615482,53.24743397090224,58.95266916814979,65.27722265983539,71.601776151521,77.30701134876853,87.10350073351596,47.486,51.798,71.605,64.884,70.786,69.90010634,75.978,45.213,73.464,70.44,70.825,69.205,73.262,62.896,75.868,74.469,65.016,68.793,71.496,55.772,74.029,71.064,74.867,71.294,50.79,74.451,49.901,53.695,74.226,71.65,61.227,64.782,72.432,69.208,71.37,49.492,48.243,51.916,53.476,76.581,63.338,73.548,49.912,46.397,74.66,72.148,68.673,69.065,54.446,55.294,67.089,74.738,53.139,71.468,74.566,74.293,75.893,71.18,47.955,74.632,55.772,73.787,65.065,66.911,62.487,60.025,47.293,48.23,70.062,45.147,72.506,75.671,74.933,65.19,74.698,75.713,70.576,67.604,59.767,50.577,70.226,74.604,54.622,74.395,75.339,63.627,68.612,72.233,70.96,60.176,46.503,45.907,62.869,52.97,64.382,76.593,69.257,77.36,56.169,60.7,56.828,61.979,73.921,74.943,75.532,75.937,72.056,78.111,68.649,67.215,59.01,57.962,71.398,65.539,51.566,66.601,70.091,69.163,59.632,46.862,67.03,75.156,71.299,74.019,76.036,70.094,49.781,45.746,69.866,58.213,43.759,75.285,61.081,73.287,58.226,68.502,70.536,69.232,63.169,66.772,76.415,58.836,74.116,71.76,62.188,43.975,55.375,60.007,56.117,51.095,76.576,69.368,74.226,61.394,41.654,46.101,67.627,68.284,74.932,69.822,76.19,70.738,64.638,58.863,63.731,66.234,72.0,55.242,67.85,63.731,64.895,70.705,73.664,74.42,74.821,71.142,69.595,68.709,50.233,72.238,73.533,67.328,69.985,72.044,75.416,69.835,65.443,78.615,59.161,67.028,54.813,70.864,70.797,40.147,74.342,74.091,70.826,72.173,63.872,46.2,61.54,69.441,40.931,76.696,69.086,54.901,66.978,60.46,76.938,76.887,68.981,73.01,59.183,50.725,68.641,44.755,55.028,73.343,68.266,67.507,66.414,62.231,62.605,69.811,60.671,48.378,70.166,70.717,74.863,74.765,73.201,71.804,66.27,63.131,64.89,69.923,69.293,71.214,54.985,63.27,54.959,52.402,61.199
1987,243,9.359920304391142,43.772658850504726,53.544415648289075,59.235247193358894,65.54383347851852,71.85241976367816,77.54325130874797,87.31500810653232,48.211,51.959,71.76,65.545,70.856,70.14853528,76.097,45.283,73.667,70.728,71.001,68.732,73.325,63.263,76.111,74.785,65.053,69.139,71.736,56.359,74.206,71.153,75.129,71.405,51.581,74.582,50.632,54.284,74.315,71.626,61.059,65.165,72.781,69.45,71.373,49.55,48.301,52.587,53.591,76.764,63.678,73.963,49.797,46.601,74.829,72.524,68.831,69.266,55.033,55.247,67.445,75.006,53.286,71.7,74.595,74.396,76.064,71.334,48.221,74.698,56.032,74.054,65.443,67.436,63.11,61.024,47.63,48.522,70.066,45.682,72.662,75.637,75.14,65.299,74.799,75.984,70.926,67.888,60.266,51.082,70.339,74.845,55.159,74.412,75.609,63.826,68.798,72.616,71.209,60.694,47.474,46.19,62.95,53.302,65.062,76.822,69.294,77.532,56.553,61.107,58.665,63.147,74.139,75.142,75.798,76.213,72.317,78.372,68.992,67.33,58.773,58.366,71.61,65.853,52.04,66.97,70.071,69.42,59.868,46.645,67.405,75.412,71.315,74.325,76.363,70.414,49.932,45.86,70.11,59.008,44.315,75.741,61.522,73.673,58.671,68.653,70.947,69.649,63.273,67.156,76.616,59.266,74.255,72.17,62.877,44.235,55.768,60.556,56.414,51.891,76.683,69.714,74.437,62.079,42.079,46.048,67.83,68.719,75.045,69.873,76.281,70.992,65.324,59.18,64.11,66.732,72.257,55.548,67.993,64.338,65.186,70.709,73.913,74.443,75.091,71.544,69.563,68.795,47.409,72.627,73.911,67.61,70.266,72.407,75.536,70.078,65.67,78.814,58.874,67.589,55.61,71.045,70.801,39.827,74.762,74.207,70.906,72.454,63.998,46.115,62.109,70.024,41.513,76.822,69.121,55.039,67.113,61.081,77.098,77.082,69.423,73.248,59.355,50.671,69.265,45.831,55.336,73.701,68.463,67.666,66.989,62.758,62.727,70.022,60.868,47.784,70.279,71.049,75.06,74.87,73.459,72.008,66.416,63.574,65.286,70.123,69.624,71.81,55.741,63.545,55.692,51.888,60.792
